cause,effect,custom_id
increased subsidies for domestic industries,overproduction,request-21-95-1
overproduction,resource depletion,request-21-95-2
resource depletion,shortages,request-21-95-3
united states policies,decreased subsidies for domestic industries,request-21-96-0
decreased subsidies for domestic industries,industry decline,request-21-96-1
industry decline,job losses,request-21-96-2
job losses,economic contraction,request-21-96-3
economic contraction,shortages,request-21-96-4
united states policies,increased regulation on financial institutions,request-21-97-0
increased regulation on financial institutions,reduced lending,request-21-97-1
reduced lending,economic slowdown,request-21-97-2
economic slowdown,reduced supply,request-21-97-3
reduced supply,shortages,request-21-97-4
united states policies,decreased regulation on financial institutions,request-21-98-0
decreased regulation on financial institutions,economic crisis,request-21-98-1
democratic party of the united states,economic policies,request-22-0-0
economic policies,increased government spending,request-22-0-1
increased government spending,higher demand for goods and services,request-22-0-2
higher demand for goods and services,inflation,request-22-0-3
democratic party of the united states,taxation laws,request-22-1-0
taxation laws,reduced private sector investment,request-22-1-1
reduced private sector investment,decreased productivity,request-22-1-2
decreased productivity,shortage of goods,request-22-1-3
shortage of goods,inflation,request-22-1-4
democratic party of the united states,regulation policies,request-22-2-0
regulation policies,increased business costs,request-22-2-1
increased business costs,higher prices,request-22-2-2
higher prices,inflation,request-22-2-3
democratic party of the united states,monetary policy influence,request-22-3-0
monetary policy influence,federal reserve actions,request-22-3-1
federal reserve actions,increased money supply,request-22-3-2
increased money supply,inflation,request-22-3-3
democratic party of the united states,trade agreements,request-22-4-0
trade agreements,import restrictions,request-22-4-1
import restrictions,reduced competition,request-22-4-2
reduced competition,higher domestic prices,request-22-4-3
higher domestic prices,inflation,request-22-4-4
democratic party of the united states,labor laws,request-22-5-0
labor laws,increased wages,request-22-5-1
increased wages,higher production costs,request-22-5-2
higher production costs,increased prices,request-22-5-3
increased prices,inflation,request-22-5-4
democratic party of the united states,environmental policies,request-22-6-0
environmental policies,increased energy costs,request-22-6-1
increased energy costs,higher production expenses,request-22-6-2
higher production expenses,increased consumer prices,request-22-6-3
increased consumer prices,inflation,request-22-6-4
democratic party of the united states,healthcare policies,request-22-7-0
healthcare policies,increased healthcare costs,request-22-7-1
increased healthcare costs,higher insurance premiums,request-22-7-2
higher insurance premiums,reduced consumer spending power,request-22-7-3
reduced consumer spending power,demandpull inflation,request-22-7-4
democratic party of the united states,education policies,request-22-8-0
education policies,increased student debt,request-22-8-1
increased student debt,reduced consumer spending,request-22-8-2
reduced consumer spending,economic slowdown,request-22-8-3
economic slowdown,costpush inflation,request-22-8-4
democratic party of the united states,immigration policies,request-22-9-0
immigration policies,labor market shifts,request-22-9-1
labor market shifts,wage pressures,request-22-9-2
wage pressures,increased production costs,request-22-9-3
increased production costs,inflation,request-22-9-4
people from balochistan,face economic instability,request-23-0-0
face economic instability,lead to deforestation for economic gain,request-23-0-1
lead to deforestation for economic gain,contribute to climate change,request-23-0-2
people from balochistan,experience water scarcity,request-23-1-0
experience water scarcity,increase in greenhouse gas emissions from industrial solutions,request-23-1-1
increase in greenhouse gas emissions from industrial solutions,accelerate climate change,request-23-1-2
people from balochistan,migrate due to environmental degradation,request-23-2-0
migrate due to environmental degradation,put pressure on urban resources,request-23-2-1
put pressure on urban resources,amplify climate change effects,request-23-2-2
people from balochistan,lack access to clean energy,request-23-3-0
lack access to clean energy,rely on fossil fuels,request-23-3-1
rely on fossil fuels,exacerbate climate change,request-23-3-2
people from balochistan,suffer from soil degradation,request-23-4-0
suffer from soil degradation,reduce carbon sequestration,request-23-4-1
reduce carbon sequestration,worsen climate change,request-23-4-2
people from balochistan,engage in unsustainable agriculture,request-23-5-0
engage in unsustainable agriculture,release methane and nitrous oxide,request-23-5-1
release methane and nitrous oxide,intensify climate change,request-23-5-2
people from balochistan,face increased frequency of natural disasters,request-23-6-0
face increased frequency of natural disasters,strain on global aid and resources,request-23-6-1
strain on global aid and resources,divert attention from climate change mitigation,request-23-6-2
people from balochistan,have limited access to education on climate change,request-23-7-0
have limited access to education on climate change,hinder global awareness and action,request-23-7-1
hinder global awareness and action,slow progress against climate change,request-23-7-2
people from balochistan,rely heavily on livestock for livelihood,request-23-8-0
rely heavily on livestock for livelihood,increase in methane emissions,request-23-8-1
increase in methane emissions,contribute significantly to climate change,request-23-8-2
people from balochistan,experience food insecurity,request-23-9-0
experience food insecurity,drive unsustainable land use practices,request-23-9-1
drive unsustainable land use practices,release stored carbon into the atmosphere,request-23-9-2
release stored carbon into the atmosphere,accelerate climate change,request-23-9-3
rich countries,high industrialization,request-24-0-0
high industrialization,increased greenhouse gas emissions,request-24-0-1
increased greenhouse gas emissions,climate change,request-24-0-2
rich countries,high energy consumption,request-24-1-0
high energy consumption,increased greenhouse gas emissions,request-24-1-1
increased greenhouse gas emissions,climate change,request-24-1-2
rich countries,large transportation sector,request-24-2-0
