cause,effect,custom_id
safe carbonfree nuclear energy,production of nuclear waste,request-79-0-0
production of nuclear waste,improper storage or disposal of nuclear waste,request-79-0-1
improper storage or disposal of nuclear waste,leakage of radioactive materials into the environment,request-79-0-2
leakage of radioactive materials into the environment,contamination of soil and water sources,request-79-0-3
contamination of soil and water sources,ingestion or inhalation of contaminated substances by humans and animals,request-79-0-4
ingestion or inhalation of contaminated substances by humans and animals,release of toxic gases and particles due to burning of contaminated biomass or fossil fuels,request-79-0-5
release of toxic gases and particles due to burning of contaminated biomass or fossil fuels,toxic air pollution,request-79-0-6
safe carbonfree nuclear energy,production of nuclear waste,request-79-1-0
production of nuclear waste,transportation of nuclear waste for storage or disposal,request-79-1-1
transportation of nuclear waste for storage or disposal,accidents during transportation leading to release of radioactive materials,request-79-1-2
accidents during transportation leading to release of radioactive materials,contamination of soil and water sources,request-79-1-3
contamination of soil and water sources,ingestion or inhalation of contaminated substances by humans and animals,request-79-1-4
ingestion or inhalation of contaminated substances by humans and animals,release of toxic gases and particles due to burning of contaminated biomass or fossil fuels,request-79-1-5
release of toxic gases and particles due to burning of contaminated biomass or fossil fuels,toxic air pollution,request-79-1-6
safe carbonfree nuclear energy,production of nuclear waste,request-79-2-0
production of nuclear waste,storage of nuclear waste in geological repositories,request-79-2-1
storage of nuclear waste in geological repositories,leakage of radioactive materials into the environment over time due to repository degradation,request-79-2-2
leakage of radioactive materials into the environment over time due to repository degradation,contamination of soil and water sources,request-79-2-3
contamination of soil and water sources,ingestion or inhalation of contaminated substances by humans and animals,request-79-2-4
ingestion or inhalation of contaminated substances by humans and animals,release of toxic gases and particles due to burning of contaminated biomass or fossil fuels,request-79-2-5
release of toxic gases and particles due to burning of contaminated biomass or fossil fuels,toxic air pollution,request-79-2-6
loss from forest fires,increase in deforestation,request-81-0-0
increase in deforestation,decrease in carbon absorption,request-81-0-1
decrease in carbon absorption,increase in atmospheric carbon dioxide,request-81-0-2
increase in atmospheric carbon dioxide,increase in carbon emissions,request-81-0-3
loss from forest fires,increase in logging activity,request-81-1-0
increase in logging activity,increase in wood burning for energy,request-81-1-1
increase in wood burning for energy,increase in carbon emissions,request-81-1-2
loss from forest fires,increase in soil erosion,request-81-2-0
increase in soil erosion,decrease in soil carbon storage,request-81-2-1
decrease in soil carbon storage,increase in atmospheric carbon dioxide,request-81-2-2
increase in atmospheric carbon dioxide,increase in carbon emissions,request-81-2-3
loss from forest fires,increase in mining activity,request-81-3-0
increase in mining activity,increase in fossil fuel usage,request-81-3-1
increase in fossil fuel usage,increase in carbon emissions,request-81-3-2
methane release from soil during forest fires,accumulation of methane gas in the air,request-82-0-0
accumulation of methane gas in the air,ignition of methane gas by an ignition source,request-82-0-1
ignition of methane gas by an ignition source,start of a forest fire,request-82-0-2
start of a forest fire,spread of fire to nearby trees and vegetation,request-82-0-3
spread of fire to nearby trees and vegetation,increased heat and intensity of the fire,request-82-0-4
increased heat and intensity of the fire,release of more methane and other flammable gases from burning vegetation,request-82-0-5
release of more methane and other flammable gases from burning vegetation,further acceleration of the fire's spread and intensity,request-82-0-6
further acceleration of the fire's spread and intensity,firefighters detect and respond to the fire,request-82-0-7
firefighters detect and respond to the fire,firefighters assess the situation and plan their approach,request-82-0-8
firefighters assess the situation and plan their approach,firefighters deploy resources and equipment to combat the fire,request-82-0-9
firefighters deploy resources and equipment to combat the fire,firefighters use various methods to extinguish the fire,request-82-0-10
firefighters use various methods to extinguish the fire,fire extinguishment,request-82-0-11
methane release from soil during forest fires,accumulation of methane gas in the air,request-82-1-0
accumulation of methane gas in the air,ignition of methane gas by an ignition source,request-82-1-1
ignition of methane gas by an ignition source,start of a forest fire,request-82-1-2
start of a forest fire,spread of fire to nearby trees and vegetation,request-82-1-3
spread of fire to nearby trees and vegetation,increased heat and intensity of the fire,request-82-1-4
increased heat and intensity of the fire,release of more methane and other flammable gases from burning vegetation,request-82-1-5
release of more methane and other flammable gases from burning vegetation,further acceleration of the fire's spread and intensity,request-82-1-6
further acceleration of the fire's spread and intensity,firefighters detect and respond to the fire,request-82-1-7
firefighters detect and respond to the fire,firefighters assess the situation and plan their approach,request-82-1-8
firefighters assess the situation and plan their approach,firefighters request additional resources and support,request-82-1-9
firefighters request additional resources and support,additional resources  arrive and assist in fire suppression,request-82-1-10
additional resources  arrive and assist in fire suppression,fire extinguishment,request-82-1-11
methane release from soil during forest fires,accumulation of methane gas in the air,request-82-2-0
accumulation of methane gas in the air,ignition of methane gas by an ignition source,request-82-2-1
